,label,text
9404,1,"Susan Gallagher Project Manager CACHE Institute for Environmental Careers 101 College Parkway , RESM 121 Arnold , MD 21012 410-777-2124 410-777-2444 fax http://www.aacc.edu/cache/default_env.html http://www.marcgreenworks.com"
9405,0,"Thank you for your help . Burr & Forman - results matter < outbind : / / NUM : / / URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Latta , Forrest Sent : Monday , October NUM , NUM 1:40 PM To : Lawson , Mark ; ' EMAIL Subject : RE : Local Rules Mark that is correct about the separate documents . I will ask Mary Fleming to send you a sample motion , brief and proposed findings/conclusions . _____ From : Lawson , Mark Sent : Monday , October NUM , NUM 12:57 PM To : Latta , Forrest ; EMAIL Subject : Lady and Gentleman : I plan to file a summary judgment motion in the near future in the Southern District of Alabama . Local Rule NUM suggests that a motion separate from the supporting brief maybe required . What is the local practice in this regard ? Local Rule NUM also suggests that separate Determinations of Undisputed facts and Conclusions of Law and a Proposed Order of Judgment must be filed . Can your email a go-by for the above so that I can steal your format ? Thank you for your help . Mark M. Lawson Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street , Suite NUM Birmingham , Alabama NUM URL < URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT The information contained in this email is intended for the individual or entity above . This email is protected by the Electronic Communications Privacy Act , NUM U.S.C. Sections NUM and is legally protected by the attorney/client privilege and/or work product doctrine . If you are not the intended recipient , please do not read , copy , use , forward or disclose this communication to others ; also , please notify the sender by replying to this message , and then delete this message from your system . Thank you . Circular NUM Notice - Regulations adopted by the Internal Revenue Service require us to inform you that any federal tax advice contained in this communication ( including attachments ) ( I ) is not intended or written by Burr & Forman LLP to be used , and can not be used , by any taxpayer for the purpose of avoiding penalties that may be imposed on the taxpayer , and ( II ) is not written to support the promotion or marketing of any transaction ( s ) or matter ( s ) addressed in this communication ."
9406,1,"Mark M. Lawson Attorney at Law Direct : ( 205 ) 458-5311 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5668 Mlawson@burr.com 420 North 20th Street , Suite 3400 Birmingham , Alabama 35203 www.burr.com < http://www.burr.com/ >"
9407,0,"Rene - Per Jim Schwartz ' visit last week to General Recycling we were deemed "" non competitive "" by Wayne Pertman , the owner . He holds Metso in high regards in the industry and admits that we are worth "" some premium "" , but not at the range of our current offer . He says that to be considered , our number "" has to start with a NUM "" . With that being said , here are the numbers at present for your review ; Offer Value TSH NUM Shredding Plant $ NUM m Equipment Cost : $ NUM m Engineering $ 330k Project Management , Installation Warranty reserve $ 93k Est. . total cost $ NUM m Jim feels an offer at $ NUM m would be attractive to General Recycling but this would put us around NUM % . I just want to make sure everyone is aware of the current picture . Jim has done a nice job of keeping the info . flow alive and getting feedback from Wayne Pertman . My goal would be to tighten our budget to $ NUM and aim for $ NUM profit on this job with a nice spare parts package to follow . Please let me know any comments . Regards Chad IMPORTANT : This email , including its attachments , is from Metso Minerals Industries , Inc. . or its affiliate and is intended only for the named addressee ( s ) . This email may contain confidential information and it may be subject to privilege , copyright and privacy . Unauthorized transmittal and other use are prohibited . If you have received this email in error , please return it to Metso Minerals Industries , Inc. . ( the sender ) and delete it from your system without retaining copies thereof . Thank you . ---------------------------------------------------------------------"
9408,1,"Chad Grohman Vice President-Sales , NAM Metso Recycling-Texas Shredder 11451 Jones Maltsberger San Antonio , Texas 78216 Direct : 210-581-7921 Cell : 210-867-6680 E-Mail : chad.grohman@metso.com"
9409,0,"Hi Mark , Please confirm that you received this request . We need a full NUM on this refi . Please send to : EMAIL Thanks , This communication may contain privileged or other confidential information . If you have received it in error , please advise the sender by reply email and immediately delete the message and any attachments without copying or disclosing the contents . Thank you . << Parra URL >>"
9410,1,"Jill S. Brubaker Jr. . Processor Southwest Bank Mortgage 12700 Hillcrest Road , Ste. 272 Dallas , TX 75230 972.919.1300 972.726.0376 Fax jill.brubaker@southwestbank.com"
9411,0,"Randi 's iPad is on AT&T but we do n't purchase the data plan anymore . Mine is a Verizon iPad but I also do n't purchase the data plan . Instead , Randi uses wi-fi when it 's available and I 'm going to get a smart phone with hotspot capability from the company so I wo n't need the cellular data . In order for the AT&T cell data sim card to work , you would need an iPad with cell data capability and the $ NUM would be more than many many months of excess usage over the standard data-plan charge . It would not be free data ; just more data per month . Were you able to get Mom 's Xlibris payments stopped ? If so , it 's a $ NUM learning experience unless they would kindly ( though highly unlikely ) return the funds paid to date . Their contract says the money 's refundable until copy is submitted , and Mom did send them a couple of stories that they deemed "" promising "" so my guess is that is what they call a submittal . Letme know what you find out and if you need for me to get involved , I ' ll be happy to help . I 'm off to Idaho on business today then back on Friday with weekend guests arriving Friday evening . Take Care ! “ From NUM NUM US homes nearly $ NUM NUM worth of energy in the form of heated or cooled air escapes through holes and cracks in residential buildings . Reducing energy use by NUM % in these homes would reduce greenhouse gasses by the equivalent of taking NUM of the US passenger cars off the road . ” American Council for an Energy Efficient Economy ( ACEEE ) Sent from my iPad On Jul NUM , NUM , at 6:21 AM , Sue Sheldon < EMAIL > wrote : > > Hi big bro ! > I just sent you a link to a Craigslist posting . > Is this what you purchased before it became unavailable ? > If so , do you know if yours is transferable ? > > Still working on Xlibris issues with mom ! Geez Louise !!! > > Love , > > Sue . . > Sue Sheldon > Sent from my iPad > NUM"
9412,1,Mac Sheldon Western Region Manager 503-260-5596 Mac@DemilecUSA.com
9413,0,"All Please review the attached documents regarding the current Verizon contract negotiations . This information is being provided to you for situational awareness in the event that something impacts the Verizon Services during this negotiation period . Please be extra vigilant when taking calls regarding any reported utility related damage or vandalism . From : ROIC ( Regional Operations Intelligence Center ) [ mailto:ROIC@gw.njsp.org] Sent : Friday , July NUM , NUM 11:42 AM To : ROIC ( Regional Operations Intelligence Center ) Subject : Situational Awareness : Upcoming Verizon Contract Negotiations - Statewide Initial Incident Date/Time : NUM Location : Verizon Northeast and Mid-Atlantic Regions ( New York , Massachusetts , Rhode Island , New Jersey , Pennsylvania , Delaware , Maryland , Virginia , West Virginia and Washington , D.C. ) Event Description : Verizon Security contacted the NJ ROIC to advise of upcoming collective bargaining negotiations between the company and several of its unions . These negotiations will effect approximately NUM employees and may have an impact on local law enforcement jurisdictions with respect to picketing activity . Please review the attached information for further details . Notification : Response : Distribution : SAG , LE-All , SP-All , ODU , GIG , CTW JW/PD * Advisory , consultative or deliberative material * NOTICE OF CONFIDENTIALITY This E-mail message and its attachments ( if any ) are intended solely for the use of the addressees hereof . In addition , this message and the attachments ( if any ) may contain information that is confidential , privileged and exempt from disclosure under applicable law . If you are not the intended recipient of this message , you are prohibited from reading , disclosing , reproducing , distributing , disseminating or otherwise using this transmission . Delivery of this message to any person other than the intended recipient is not intended to waive any right or privilege . If you have received this message in error , please promptly notify the sender by reply E-mail and immediately delete this message from your system ."
9414,1,"Michael E. Oppegaard 9-1-1 Coordinator Monmouth County Sheriffs ' Office 2000 Kozloski Road Freehold , NJ 07728 Office : 732-577-5799 Fax : 732-431-7103"
9415,0,"CLASSIFICATION : UNCLASSIFIED Hello Paul , We need a renewal quote for our account NUM that is going to expire on Sep NUM . Please include the NUM phone lines that you are going to send to us . We will have about NUM phone lines on this account . Thank you for your help , CLASSIFICATION : UNCLASSIFIED"
9416,1,Carlos F. Peralta 525th Signal Company Support Division Phone ( 305 ) 437-2807
9417,0,"Genie , I show this to be NUM of your customers . Please advise if I should proceed with the sample or will you . Thank you , From : Marco Gomez Sent : Tuesday , July NUM , NUM 1:23 PM To : Yesenia Torres Subject : FW : Samples request - Zinda Products Importance : High From : Cindy Campagne [ mailto:cindy@zindaproducts.com] Sent : Tuesday , July NUM , NUM 1:24 PM To : Marco Gomez Subject : Samples request - Zinda Products Hello Marco , I m working on a new project at Zinda Products . I m interesting into NUM ingredients : - seed fenugreek ground - ginger , chinese , ground Will it be possible to get a sample of each along with prices ( for minimal order ) . Thanks for letting me know . Regards . Cindy Campagne , Responsable R&D / R&D Manager Tél : NUM NUM NUM ext NUM Fax : ( NUM ) NUM Zinda Products Canada Inc. , NUM Avenue Liberté Candiac , QC J5R 6X1"
9418,1,Yesenia Torres Customer Service Rep Pacific Spice Co. . 323.726.9190 ph yesenia@pacspice.com
9419,0,"Thanks , Walt Please notice my email address has changed . From : EMAIL [ mailto:john@bikereligion.com] Sent : Friday , July NUM , NUM 3:12 PM To : Dan Belling Cc : Rachel Tzinberg Subject : FW : KP Jeresy Hello Dan , Here is a design by Rachel , do want to include bib shorts or change anything on size and coverage for each of the sponsors ? Feed back ? Cheers ----- Original Message ----- From : "" Rachel Tzinberg "" < EMAIL > Sent : Friday , July NUM , NUM 2:49 pm To : "" John Tzinberg "" < EMAIL > Subject : KP Jeresy Hi John , Attached is a Jersey Design . Cheers Rachel ..... ..... ..... ..... ..... ..... ..... ..... ..... ... Rachel Tzinberg Graphic Design & Creative P. NUM NUM NUM URL"
9420,1,"Walt McConnell Apollo Retail Specialists , DDP Holdings 207 Byers Creek Rd. . Mooresville , NC 28241 Cell (704)905-3893 Fax (704)662-8434"
9421,0,"Hi Dave , Mary or Lynn , Please Help ! Hopefully I can talk to NUM of you and get budgetary pricing rule of thumb add price for a worksurface that jives with the Frame NUM bench thickness of ¾ ” ? I have NUM sizes that I need – 20x42 & 36x42 . Can I call someone to discuss ? Thank you , P Please consider the environment before printing this e-mail"
9422,1,"Ken Gray | Designer | ( 415 ) 357-2259 direct One Workplace | 475 Brannan Street , Suite 210 | San Francisco , CA 94107 www.oneworkplace.com"
9423,0,Please see the attached file for the above named vessel . Thank you . << NUM . pdf >>
9424,1,"Pamela Montez Traffic Dept - Steel MG Maher & Co. . Inc 801 Travis St. Houston , Texas 77002 Ph : ( 713 ) 759-9500 Fx : ( 713 ) 595-2595 E-mail : pamela.montez@mgmaher.com"
9425,0,"Everyone , please be sure you have your June entries in the log by the end of the week . I will send it to Bob next Monday ."
9426,1,"Jerry Quiriconi Assistant Vice President , Automotive Division Hitachi Capital America Corp. . 800 Connecticut Avenue Norwalk , CT 06854 203-956-3296 office 203-956-3096 fax 203-339-2594 cell"
9427,0,"Title search ordered from Magic City Titke - Lynn Bailey Charlie _____ From : "" Hayslip , Victor "" < EMAIL > Date : Thu , NUM Sep NUM 10:52:55 NUM To : < EMAIL > ; < EMAIL > Cc : Rawls , Bruce A. < EMAIL > Subject : Douglas Trust Charlie & Bert , I see where Bruce has sent you a draft of the operating agreement to review . I am back in town and will also review . Bert , as a reminder , Gilbert was going to order the title search on the properties and also get with Guy Martin about distributions from the mother 's estate . I just wanted to make sure everything was moving forward contemporaneously . Vic Vic Hayslip Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street Suite NUM Birmingham , Alabama NUM URL < URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT The information contained in this email is intended for the individual or entity above . This email is protected by the Electronic Communications Privacy Act , NUM U.S.C. Sections NUM and is legally protected by the attorney/client privilege and/or work product doctrine . If you are not the intended recipient , please do not read , copy , use , forward or disclose this communication to others ; also , please notify the sender by replying to this message , and then delete this message from your system . Thank you . Circular NUM Notice - Regulations adopted by the Internal Revenue Service require us to inform you that any federal tax advice contained in this communication ( including attachments ) ( I ) is not intended or written by Burr & Forman LLP to be used , and can not be used , by any taxpayer for the purpose of avoiding penalties that may be imposed on the taxpayer , and ( II ) is not written to support the promotion or marketing of any transaction ( s ) or matter ( s ) addressed in this communication ."
9428,1,Charles H. Moses III Moses & Moses PC 205 967-0901 Office 205 949-0950 Direct 205 960-3110 Cell
9429,0,This message has been archived . View the original item URL d = 1487647E635568742AE8F2B713E2EF77B1110000dc1-symarch2site01 . URL & Sa vesetId = NUM ~ NUM ~ NUM ~ D41D0282435D4292A3CF16A93E3 8357View the original item ________________________________ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL Attachments : URL ( NUM KB ) URL d = 1487647E635568742AE8F2B713E2EF77B1110000dc1-symarch2site01 . URL & Sa vesetId = NUM ~ NUM ~ NUM ~ D41D0282435D4292A3CF16A93E3 NUM & AttachmentId = 1emailsig . jpg
9430,1,"Gail Livingston Mills Attorney at Law Direct : ( 205 ) 458-5300 Cell : ( 205 ) 616-9988 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5681 420 North 20th Street , Suite 3400 Birmingham , Alabama 35203 www.burr.com < http://www.burr.com/ >"
9431,0,"Hi Cindy : I would like to schedule some time for you to talk with my client ( Matt O'Mara at Imagination ) . Matt has some availability early next week and could meet you in Dearborn ( near there office ) . Please let me know if any of the following dates/times work for you : Tuesday , 07/19/11 - NUM am to NUM am , and NUM pm on ... Wednesday , 07/20/11 - NUM am to NUM am only I look forward to talking with you again soon . Best regards , . File # << File_ID - Used to group and organize related email >>"
9432,1,Matt O'Mara Managing Director Cranbrook Search Consultants matt.omara@cranbrooksearch.com 248-593-6876 Office 248-310-5374 Cell www.linkedin.com/in/mattomara
9433,0,"Correct , the NUM . Burr & Forman - results matter < outbind : / / NUM : / / URL > ALABAMA â ? ¢ FLORIDA â ? ¢ GEORGIA â ? ¢ MISSISSIPPI â ? ¢ TENNESSEE _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Christian , Ed Sent : Thursday , October NUM , NUM 9:12 AM To : Price , Gene ; CORPORATEBHM_ALL ; CRAB-BHM_ATTORNEYS ; BANK&RE _ BHM-LAYWER Cc : Causey , Jennifer Subject : RE : Business Section of the Birmingham Bar Association I think that event is the NUM . Jennifer , please confirm . _____ From : Price , Gene Sent : Thursday , October NUM , NUM 9:03 AM To : Christian , Ed ; CORPORATEBHM_ALL ; CRAB-BHM_ATTORNEYS ; BANK&RE _ BHM-LAYWER Subject : RE : Business Section of the Birmingham Bar Association Did n't I just see that we are having a meet and greet with an accounting firm on the same evening ? Gene T. Price Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street Suite NUM Birmingham , Alabama NUM URL < URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT The information contained in this email is intended for the individual or entity above . This email is protected by the Electronic Communications Privacy Act , NUM U.S.C. Sections NUM and is legally protected by the attorney/client privilege and/or work product doctrine . If you are not the intended recipient , please do not read , copy , use , forward or disclose this communication to others ; also , please notify the sender by replying to this message , and then delete this message from your system . Thank you . Circular NUM Notice - Regulations adopted by the Internal Revenue Service require us to inform you that any federal tax advice contained in this communication ( including attachments ) ( I ) is not intended or written by Burr & Forman LLP to be used , and can not be used , by any taxpayer for the purpose of avoiding penalties that may be imposed on the taxpayer , and ( II ) is not written to support the promotion or marketing of any transaction ( s ) or matter ( s ) addressed in this communication . _____ From : Christian , Ed Sent : Wednesday , October NUM , NUM 5:47 PM To : CORPORATEBHM_ALL ; CRAB-BHM_ATTORNEYS ; BANK&RE _ BHM-LAYWER Subject : FW : Business Section of the Birmingham Bar Association All , see NUM event below which is a social event for the newly created Business Section of the Bham Bar on November NUM . Please put on your calendar . and make an effort to attend . Thanks _____ From : Greg Curran [ mailto:GCurran@maynardcooper.com] Sent : Wednesday , October NUM , NUM 5:31 PM To : Greg Curran ; Jim Lloyd ; Mason , April ; Walter M. Beale Jr. ; Patterson , Virginia C. ; EMAIL Carlisle , Todd ; Andrew Nix ; EMAIL EMAIL EMAIL EMAIL EMAIL EMAIL EMAIL Cc : Christian , Ed ; EMAIL Greg Curran Subject : RE : Business Section of the Birmingham Bar Association Set forth below is the announcement that went out today . I would greatly appreciate it if you could forward this on to members of the Business Section and asking them specifically to try to make this event . I think it is important that we have a good showing . Thanks for your help . Having trouble viewing this email ? Click here < URL - hHe0Cw0dDnbMMbP91Aba5sTZcT71QvEXsDs1Muxf3Nh00ALq2FxFSpe9FZR_MFvzziiLtHzE vUdTfmFNWk9-ERxVIDAcnDodmd8g6rfN1vLiS9UlBsXXDukZP_r18dN6iv0zWc % 3D > Southeastern Business Law Institute NUM Thursday & Friday , October NUM & NUM , NUM Wynfrey Hotel , Birmingham This is your opportunity to learn from well-known legal experts about important business and corporate law issues relevant to company counsel and their advisors ! Presented by Samford University 's Cumberland School of Law and co-sponsored by the BBA Business Law Section and the Alabama State Bar Business Law & Corporate Counsel Section ; NUM hours of MCLE credit , including NUM hour Ethics credit ! < URL Ywa5O2qYm6bJp7nOI_v9kOiJzMeIeaT8hYTIjfIC7ghyOYhVIQO5RUYv0M6edHfGECBj1QPY 5Bd2JYGDzmNih3wb3zZtuST144unmN8jWox_hVvN8rtGkyljB7L9vvo9kxaCIUm9sOSgTO1G ekRQZbN8_rzwEed3BR95fFm74GEegzzUQ = = > Click here for program and registration information . Mark Your Calendars ! Thursday , November NUM , NUM , 5:30 -7:30 pm BBA Business Law Section 's Fall After-Hours Social Event All are invited to join the BBA Business Law Section at Avo/Dram , NUM Cahaba Road , Mountain Brook Village , for wine , beer , hors d'oeuvres ; Make plans now to join us on November NUM !! BIRMINGHAM BAR ASSOCIATION NUM NUM AVENUE NORTH BIRMINGHAM , ALABAMA NUM NUM < URL Ywa5O0hH2qPARhut1BnX0WTiZnvSYS28Fa8fSxWLjNVmo2IdcOVtmdpGKpkpr-WWfwzQrsEj mDMc-kP_N5Rfs5RL4LeP-u4NJy0KOocrnWnO2s25w = = > URL < URL Ywa5O2e9mEVeJCH5H-25n5Fepf3hiknW7DqPEZS0AMASc6yrsXI9iQtPUVMceOVpPRtniouv HYgPih9CzvU_gvOLzFf8dv2QdMLH00 = > < URL > Gregory S. Curran NUM NUM Avenue North NUM Regions/Harbert Plaza Birmingham , AL NUM Direct : NUM Fax : NUM < URL > URL Ã ¼ Please consider the environment before printing this email . Confidentiality Notice - The information contained in this e-mail and any attachments to it may be legally privileged and include confidential information . If you are not the intended recipient , be aware that any disclosure , distribution or copying of this e-mail or its attachments is prohibited . If you have received this e-mail in error , please notify the sender immediately of that fact by return e-mail and permanently delete the e-mail and any attachments to it . Thank you . IRS Circular NUM Disclosure - To ensure compliance with requirements imposed by the IRS , we inform you that any U.S. federal tax advice contained in this communication ( including any attachments ) is not intended or written to be used , and can not be used , for the purpose of ( i ) avoiding penalties under the Internal Revenue Code or ( ii ) promoting , marketing or recommending to another party any transaction or matter addressed herein ."
9434,1,"Jennifer Bolt Causey Business Development Manager Direct : ( 205 ) 458-5494 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5788 jcausey@burr.com 420 North 20th Street Suite 3400 Birmingham , Alabama 35203 www.burr.com < http://www.burr.com/ >"
9435,0,"I need a real mean SOB Tampa , FL litigator to sue a creditor who took our client 's collateral . We can not handle this litigation . Please let me know some recommendations . Thanks . Erich This E-mail is covered by the Electronic Communications Privacy Act , NUM U.S.C. Â § Â § NUM and is legally privileged . This information is confidential information and is intended only for the use of the individual or entity named above . If the reader of this message is not the intended recipient , you are hereby notified that any dissemination , distribution or copying of this communication is strictly prohibited . This communication ( including attachments ) does not constitute tax advice by Burr & Forman LLP regarding any matters or issues involving federal tax law ."
9436,1,"Erich N. Durlacher Burr & Forman LLP Suite 1100 , 171 Seventeenth Street , N.W. Atlanta , Georgia 30363 ( 404 ) 685-4313 [ dial ] ( 404 ) 214-7387 [ telecopier ] edurlach@burr.com"
9437,0,"Thanks - Sent via BlackBerry by AT&T _____ From : "" Taylor , III , George M. "" < EMAIL > Date : Wed , NUM Sep NUM 07:14:13 NUM To : Julie Garella < EMAIL > Cc : Lang , Janet < EMAIL > Subject : PUV Here is a clean copy of the Term Sheet if you want to go ahead and send it out . _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT The information contained in this email is intended for the individual or entity above . This email is protected by the Electronic Communications Privacy Act , NUM U.S.C. Sections NUM and is legally protected by the attorney/client privilege and/or work product doctrine . If you are not the intended recipient , please do not read , copy , use , forward or disclose this communication to others ; also , please notify the sender by replying to this message , and then delete this message from your system . Thank you . Circular NUM Notice - Regulations adopted by the Internal Revenue Service require us to inform you that any federal tax advice contained in this communication ( including attachments ) ( I ) is not intended or written by Burr & Forman LLP to be used , and can not be used , by any taxpayer for the purpose of avoiding penalties that may be imposed on the taxpayer , and ( II ) is not written to support the promotion or marketing of any transaction ( s ) or matter ( s ) addressed in this communication ."
9438,1,"George M. Taylor III Attorney at Law Direct : ( 205 ) 458-5254 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5711 Cell : ( 205 ) 999-3339 420 North 20th Street Suite 3400 Birmingham , Alabama 35203 < http://www.burr.com/ > www.burr.com"
9439,0,"We ' ll need to look at the exact vehicle , but that is the general concept . A receiver was appointed to oversee the Jefferson County sewer system .... but that may be more of a quasi-governmental entity . Burr & Forman - results matter < outbind : / / NUM : / / URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Taylor , III , George M. Sent : Wednesday , September NUM , NUM 10:55 AM To : Solomon , Marc Subject : RE : Heritage Plantation -- Response to Louis Weltman I think we can file an injunction action but am not sure that we can have a receiver appointed for a public entity . _____ From : Solomon , Marc Sent : Wednesday , September NUM , NUM 10:51 AM To : Taylor , III , George M. Subject : RE : Heritage Plantation -- Response to Louis Weltman Yes . I would not pay the insurance . Then I would file a lawsuit against the CDD and get a receiver appointed over the CDD . The grounds would be ( among other things ) that the CDD has failed to procure insurance which damages the bondholders and they are failing to meet and perform their duties ( if that is what they in fact end up doing ) . Marc Solomon Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street , Suite NUM Birmingham , Alabama NUM URL < URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Taylor , III , George M. Sent : Wednesday , September NUM , NUM 10:49 AM To : Solomon , Marc Subject : RE : Heritage Plantation -- Response to Louis Weltman So you agree we should not pay for the insurance ? _____ From : Solomon , Marc Sent : Wednesday , September NUM , NUM 10:43 AM To : Taylor , III , George M. Subject : RE : Heritage Plantation -- Response to Louis Weltman I ' ve attached the notice of substitution of counsel filed late yesterday by the CDD . Apparently , the CDD has now retained counsel . I ' ll defer to you as to whether you want to tweak your email based upon this . Otherwise , I think the email is fine . Also , I think the response regarding insurance may be beneficial to the trustee 's position ... if the CDD refuses to meet anymore , that would be a compelling reason why a receiver or some other entity needs to take over the CDD . Marc Solomon Attorney at Law Direct : ( NUM ) NUM Main : ( NUM ) NUM Fax : ( NUM ) NUM EMAIL NUM North NUM Street , Suite NUM Birmingham , Alabama NUM URL < URL > _____ CONFIDENTIAL : ATTORNEY/CLIENT PRIVILEGED ; ATTORNEY WORK PRODUCT All previous disclaimers apply to this message as well . To see a full list of disclaimers that apply to email from URL visit : URL . _____ From : Taylor , III , George M. Sent : Wednesday , September NUM , NUM 10:36 AM To : Solomon , Marc Cc : Lang , Janet Subject : Heritage Plantation -- Response to Louis Weltman Here is my proposed response to Louis Weltman . Let me have your thoughts . Mr. Weltman , Thank you for your very elaborate response to my recent request to the District . We are having difficulty determining the status of your engaging new counsel since a reason for not considering our request at your October NUM meeting is that you have not engaged new counsel when later in your e-mail you say that you have in fact engaged new counsel . Please send me the contact information for your new counsel and clarify whether they are engaged or not . We will in the future likely communicate with the Board primarily through counsel as we have with Hopping , Green in the past . We acknowledge that my letter was the NUM written demand on the District to proceed to exercise its rights in the pending bankruptcy , but both the undersigned and the bondholders have communicated on several occasions with your former counsel during the summer months regarding the need to move forward with remedies . We will not comment on your various reasons for declining to consider our request at the October NUM meeting other than to note that that meeting is a week away and there would appear to be plenty of time for the Board members to read our NUM letter and to consider options . We do believe that it is critical for the District to have counsel in place to represent it at the earliest possible time and we will not suggest a postponement of the October NUM meeting if that delays the engagement of counsel or otherwise slows the work of the District . Our NUM choice is for the District to consider our request at the October NUM meeting . If you deny that request , please set a subsequent meeting as soon as possible . We will gladly have representation there . George Taylor Counsel for the Trustee"
9440,1,"Marc Solomon Attorney at Law Direct : ( 205 ) 458-5281 Main : ( 205 ) 251-3000 Fax : ( 205 ) 244-5733 MSOLOMON@burr.com 420 North 20th Street , Suite 3400 Birmingham , Alabama 35203 www.burr.com < http://www.burr.com/ >"
9441,0,"7/15/11 Kenny : It would be our pleasure to meet with you and Mr. Encalada next week at J&D Financial . Jack and I will be at the meeting . Times that we have available will be either Monday at 1:30 ( NUM ) or Wednesday at 10:00 ( NUM ) . Please email me by Monday at 9:00 which NUM you prefer . Sincerely , ----- Original Message ----- From : Kenny Sent : 7/15/2011 9:36 AM To : Jonathan Carmel ; EMAIL EMAIL Subject : meeting Jon , The general manager , owner and representative of Green Fresh Flowers , Inc. , Luis Encalada will be in Miami Monday through Wednesday of next week . While he is here he has an interest in discussing the factoring of his invoices . As you know , the accounts we are selling have already been approved for the credit worthiness and this should be a very simple process to accomplish . Let me know at what time would be most convenient ? Kenny Shaw Green Fresh Flowers , Inc. . Servicing clients since NUM MIAMI NUM N. W. NUM Ave Miami , Florida NUM NUM NUM FAX QUITO Yanez Pinzon NUM y Ave Oreillana P.O. Box NUM Quito , Ecuador NUM Fax NUM florist quality flowers at supermarket prices URL CONFIDENTIALITY NOTICE : This email , including any attachments , contains information from Green Fresh Flowers , Inc. , which may be confidential or privileged and considered a trade secret . The information is intended to be for the use of the individual or entity named above . The designs , photographs , recipes , flower orders and any information contained herein can not be disclosed to any NUM party or used for any other then its intended purpose . Be aware that any disclosure , copying , distribution or use of the contents of this information is prohibited ."
9442,1,"Jonathan Carmel President J&D Financial 12747 Biscayne Blvd North Miami , Fl 33181 ph ; 305-893-0300 ext 216 fax :305 -891 -7736 email : jon@jdfinancial.com web : www.jdfinancial.com"
